Food_items,Breakfast,Lunch,Dinner,VegNovVeg,Calories,Fats,Proteins,Iron,Calcium,Sodium,Potassium,Carbohydrates,Fibre,VitaminD,Sugars
"Cornmeal, yellow (Navajo)",1,1,1,0,384,5.9,9.85,2.99,6,4,322,72.9,9.4,0,1.56
"Frankfurter, heated, meat",0,1,1,0,278,24,9.77,1.22,99,1013,141,4.9,0,0,0
"Frankfurter, heated, beef",1,0,0,0,322,29,11.69,1.22,11,852,252,2.66,0,38,1.27
"Peppered loaf, beef, pork",1,1,1,0,149,6.4,17.3,1.07,54,732,394,4.53,0,32,4.61
"BURGER KING, Cheeseburger",1,0,0,0,286,15,14.57,2.5,93,602,178,23.71,1,0,4.49
"Gelatin desserts, dry mix",1,0,0,0,381,0,7.8,0.13,3,466,7,90.5,0,0,86.04
"Gravy, dry, brown instant",1,0,0,0,380,12,8.53,7.4,116,5053,367,59.78,3.2,0,9.23
"SMART SOUP, French Lentil",0,1,1,0,53,1.1,2.9,1,23,131,0,9.5,2.9,0,2.6
"Fast foods, plain, hotdog",0,1,1,1,247,15,10.6,2.36,24,684,146,18.4,0,0,0
"Salami, pork, dry or hard",1,0,0,0,407,34,22.58,1.3,13,2260,378,1.6,0,0,0
"Smoked link sausage, pork",0,1,1,0,309,28,11.98,0.59,11,827,483,0.94,0,43,0.94
"Nuts, canned, ginkgo nuts",0,1,1,0,111,1.6,2.29,0.29,4,307,180,22.1,9.3,0,0
"Spices, pumpkin pie spice",0,1,1,0,342,13,5.76,19.71,682,52,663,69.28,14.8,0,7.76
"Spices, poultry seasoning",1,0,0,0,307,7.5,9.59,35.3,996,27,684,65.59,11.3,0,1.8
"Ostrich, raw, tip trimmed",1,0,0,0,114,2.3,21.85,2.86,5,67,310,0,0,0,0
"Ostrich, cooked, top loin",1,0,0,0,155,3.9,28.12,3.31,6,77,353,0,0,0,0
"Shake, vanilla, fast food",1,1,0,0,148,6.5,3.37,0.46,115,81,166,19.59,0.9,0,13.63
"Fish, raw, northern, pike",0,1,1,1,88,0.7,19.26,0.55,57,39,259,0,0,99,0
"Jerusalem-artichokes, raw",0,1,1,1,73,0,2,3.4,14,4,429,17.44,1.6,0,9.6
"Radishes, dried, oriental",0,0,1,1,271,0.7,7.9,6.73,629,278,3494,63.37,23.9,0,37.32
"Side dishes, potato salad",0,1,1,1,114,6,1.53,0.73,14,328,270,13.53,0,0,0
"Persimmons, raw, japanese",0,1,1,0,70,0.2,0.58,0.15,8,1,161,18.59,3.6,0,12.53
Rice and Wheat cereal bar,0,0,1,1,409,9.1,9.09,2.56,31,500,143,72.73,1.8,0,31.8
"SILK Light Plain, soymilk",0,0,1,1,29,0.8,2.47,0.44,123,49,123,3.29,0.4,49,2.47
"Cheese, low fat, monterey",0,1,1,0,313,22,28.2,0.72,705,781,81,0.7,0,16,0.56
"Onions, dehydrated flakes",0,0,1,1,349,0.5,8.95,1.55,257,21,1622,83.28,9.2,0,37.41
"Seeds, dried, lotus seeds",0,0,1,1,332,2,15.41,3.53,163,5,1368,64.47,0,0,0
SILK Raspberry soy yogurt,1,1,1,0,88,1.2,2.35,0.64,176,15,0,17.65,0.6,0,12.94
SILK Blueberry soy yogurt,0,1,1,1,88,1.2,2.35,0.64,176,15,0,17.06,0.6,0,12.35
"Pretzels, unsalted, soft",0,1,1,1,345,3.1,8.2,3.92,23,252,88,71.04,1.7,0,0.25
"Sweet potato leaves, raw",0,1,1,1,42,0.5,2.49,0.97,78,6,508,8.82,5.3,0,0
"Beerwurst, pork and beef",1,0,0,1,276,23,14,1.73,27,732,244,4.27,0.9,0,0
"Bread, toasted, oat bran",1,0,0,0,259,4.8,11.4,3.43,71,387,123,43.7,4.9,0,8.46
"Pheasant, meat only, raw",1,0,1,0,133,3.6,23.57,1.15,13,37,262,0,0,0,0
"Fish, raw, Atlantic, cod",0,0,1,0,82,0.7,17.81,0.38,16,54,413,0,0,36,0
"Turkey bacon, microwaved",0,0,1,0,368,26,29.5,2.63,163,2021,666,4.24,0,50,4.24
"Ham, not canned, chopped",0,0,1,0,180,10,16.5,0.83,7,1039,319,4.2,0,29,0
"Spices, ground, turmeric",0,0,1,0,312,3.3,9.68,55,168,27,2080,67.14,22.7,0,3.21
"BURGER KING, Onion Rings",1,0,0,0,417,25,3.86,0.78,115,776,167,43.58,2.7,0,5.43
"Salad dressing, coleslaw",0,0,1,0,390,33,0.9,0.2,14,710,9,23.8,0.1,3,20.11
"Beef sausage, pre-cooked",0,1,1,,405,38,15.5,1.53,15,822,234,0.03,0,25,0
"WENDY'S, Chicken Nuggets",1,0,0,0,326,23,16.46,0.62,11,708,250,14.31,0,0,0.08
"Pork, raw, ground, fresh",1,0,0,0,263,21,16.88,0.88,14,56,287,0,0,0,0
"APPLEBEE'S, french fries",0,1,1,0,290,13,3.31,1.01,19,618,538,39.5,3.9,0,0
"Candies, white chocolate",1,0,0,0,539,32,5.87,0.24,199,90,286,59.24,0.2,0,59
"Fast foods, hush puppies",0,1,1,0,296,13,6.16,2.55,100,813,256,40.21,2.9,0,3.8
"Nuts, dried, hickorynuts",0,1,1,0,657,64,12.72,2.12,61,1,436,18.25,6.4,0,0
"Spices, ground, allspice",0,1,1,0,263,8.7,6.09,7.06,661,77,1044,72.12,21.6,0,0
"Beef stew, canned entree",1,0,0,0,99,5.5,4.41,2.48,12,388,163,7.85,0.9,0,1.76
"Honey roll sausage, beef",1,0,0,0,182,11,18.58,2.2,9,1322,291,2.18,0,40,0
"Kale, unprepared, frozen",1,1,1,0,28,0.5,2.66,0.93,136,15,333,4.9,2,0,0
"Mushrooms, raw, shiitake",0,0,1,0,34,0.5,2.24,0.41,2,9,304,6.79,2.5,18,2.38
"Milk, non-soy, imitation",1,0,0,0,46,2,1.6,0.1,82,55,150,5.3,0,42,5.3
"Fungi, dried, Cloud ears",1,0,1,0,284,0.7,9.25,5.88,159,35,754,73.01,70.1,0,0
"CHICK-FIL-A, hash browns",1,0,0,0,301,19,3,0.65,22,454,456,30.51,3.2,0,0.54
"Crackers, water biscuits",0,1,1,0,384,7.1,7.14,0,0,571,99,72.81,7.1,0,0
"KEEBLER, Oatmeal Cookies",1,0,0,0,478,20,7.1,2.1,0,325,123,67.7,4.5,0,30.9
"New Zealand spinach, raw",0,1,1,0,14,0.2,1.5,0.8,58,130,130,2.5,1.5,0,0.29
"PACE, Tequila Lime Salsa",1,0,0,0,47,0,0,0,0,594,313,9.38,0,0,6.25
"Lettuce, raw, green leaf",0,1,1,0,15,0.2,1.36,0.86,36,28,194,2.87,1.3,0,0.78
"Cake, dry mix, angelfood",1,0,0,0,366,0.3,6.4,0.27,153,822,91,86.13,0.5,0,61.33
"Fish, raw, white, sucker",0,1,1,0,92,2.3,16.76,1.3,70,40,380,0,0,0,0
"Peppers, raw, red, sweet",0,1,1,1,31,0.3,0.99,0.43,7,4,211,6.03,2.1,0,4.2
"Ostrich, raw, inside leg",0,0,1,1,111,1.7,22.39,2.3,5,72,320,0,0,0,0
"Seeds, dried, chia seeds",0,0,1,0,486,31,16.54,7.72,631,16,407,42.12,34.4,0,0
"SILK Plus Fiber, soymilk",0,0,1,0,41,1.4,2.47,0.44,123,39,123,5.76,2.1,49,2.88
"Snacks, brown rice chips",0,1,1,0,384,2.8,8.2,1.49,11,326,290,81.5,4.2,0,0.6
"Corn, raw, yellow, sweet",0,1,1,1,86,1.4,3.27,0.52,2,15,270,18.7,2,0,6.26
"Animal fat, bacon grease",0,1,1,0,897,100,0,0,0,150,0,0,0,101,0
"Pork, pickled pork hocks",0,1,1,1,171,11,19.11,1.14,19,1050,47,0,0,0,0
"Agave, dried (Southwest)",0,1,1,0,341,0.7,1.71,3.64,770,14,767,81.98,15.6,0,50.7
"Bread, whole-wheat, pita",0,1,1,0,262,1.7,9.8,3.06,15,527,170,55.89,6.1,0,2.87
"Cheese, grated, parmesan",1,0,1,0,420,28,28.42,0.49,853,1804,180,13.91,0,21,0.07
"Chili with beans, canned",1,0,1,0,103,3.8,6.12,3.43,47,423,365,13.24,3.3,0,1.65
"Candies, sweet chocolate",1,1,1,0,507,34,3.9,2.76,24,16,290,60.4,5.5,0,51.48
"Beans, raw, yellow, snap",1,1,1,0,31,0.1,1.82,1.04,37,6,209,7.13,3.4,0,3.27
"Ostrich, raw, tenderloin",1,0,0,0,123,3.2,22.07,4.88,6,86,320,0,0,0,0
"McDONALD'S, Egg McMUFFIN",0,1,1,0,228,9.7,13.64,2.3,192,617,173,21.67,1.1,0,2.13
"CAMPBELL'S, Tomato juice",1,1,1,0,21,0,0.82,0.15,8,280,177,4.12,0.8,0,2.88
"Raisins, golden seedless",1,1,1,0,302,0.5,3.39,1.79,53,12,746,79.52,4,0,59.19
"Crackers, regular, wheat",1,0,0,0,455,16,7.3,2.64,92,699,283,70.73,6.9,0,15.48
"Guanabana nectar, canned",0,1,1,0,59,0.2,0.11,0.36,7,8,25,14.93,0.1,0,13.07
"McDONALD'S, french fries",1,1,1,0,323,15,3.41,0.8,19,189,596,42.58,3.9,0,0.21
"McDONALD'S, FILET-O-FISH",1,0,0,0,282,15,11.26,1.56,120,434,220,26.39,1.4,0,3.67
"McDONALD'S, Cheeseburger",0,1,1,0,263,12,12.97,2.35,167,626,200,27.81,1.1,0,6.22
"Peas, raw, edible-podded",1,0,0,0,42,0.2,2.8,2.08,43,4,200,7.55,2.6,0,4
"Soy flour, raw, full-fat",1,1,1,0,434,21,37.81,6.37,206,13,2515,31.92,9.6,0,7.5
"Fish, raw, striped, bass",1,0,0,1,97,2.3,17.73,0.84,15,69,256,0,0,0,0
"Game meat, raw, squirrel",1,1,0,0,120,3.2,21.23,4.7,2,103,304,0,0,0,0
"Jellyfish, salted, dried",1,1,1,0,36,1.4,5.5,2.27,2,9690,3,0,0,0,0
"Amaranth grain, uncooked",0,1,1,0,371,7,13.56,7.61,159,4,508,65.25,6.7,0,1.69
"Cornmeal, white (Navajo)",1,0,0,0,398,5,10.99,3.79,11,4,443,77.14,10.4,0,1.46
"Spices, ground, cinnamon",1,1,1,0,247,1.2,3.99,8.32,1002,10,431,80.59,53.1,0,2.17
"Spices, dried, dill weed",1,0,0,0,253,4.4,19.96,48.78,1784,208,3308,55.82,13.6,0,0
"Gravy, dry, instant beef",1,0,0,0,369,9.5,9.8,6.27,141,5203,450,61.1,4.3,0,23.9
"Beans, raw, in pod, fava",1,0,0,0,88,0.7,7.92,1.55,37,25,332,17.63,7.5,0,9.21
"Nuts, dried, ginkgo nuts",0,1,1,0,348,2,10.35,1.6,20,13,998,72.45,0,0,0
"Pickle relish, hamburger",0,1,1,1,129,0.5,0.63,1.14,4,1096,76,34.48,3.2,0,0
"Fish, raw, walleye, pike",1,0,0,0,93,1.2,19.14,1.3,110,51,389,0,0,0,0
"Jew's ear, raw, (pepeao)",0,1,1,0,25,0,0.48,0.56,16,9,43,6.75,0,0,0
"Turkey bacon, unprepared",0,1,1,0,226,17,15.94,1.4,80,1069,349,1.89,0,0,0
"Turkey and gravy, frozen",0,1,1,0,67,2.6,5.88,0.93,14,554,61,4.61,0,0,0
"Cucumber, raw, with peel",1,0,0,0,15,0.1,0.65,0.28,16,2,147,3.63,0.5,0,1.67
"Cowpeas, raw, leafy tips",1,0,0,0,29,0.3,4.1,1.92,63,7,455,4.82,0,0,0
"Syrup, chocolate, NESTLE",1,0,0,0,269,0,0,0,0,150,122,67.21,0,0,60
"Veal, raw, seam fat only",1,1,0,0,444,44,12.53,0.87,30,89,179,0,0,142,0
"Yogurt, non-fat, vanilla",0,1,1,1,78,0,2.94,0,118,47,141,17.04,0,35,5.88
"Game meat, raw, antelope",0,1,1,1,114,2,22.38,3.19,3,51,353,0,0,0,0
"Cherries, raw, red, sour",0,0,1,1,50,0.3,1,0.32,16,3,173,12.18,1.6,0,8.49
"Gravy, powder, dry, pork",0,1,1,1,367,8.6,8.78,3.94,139,5356,235,63.57,2.4,0,24.73
"Cabbage, salted, mustard",0,1,1,0,28,0.1,1.1,0.7,67,717,246,5.63,3.1,0,1.4
"Blackberry juice, canned",0,0,1,1,38,0.6,0.3,0.48,12,1,135,7.8,0.1,0,7.7
"Okra, unprepared, frozen",0,0,1,1,30,0.3,1.69,0.57,81,3,211,6.63,2.2,0,2.97
"Seeds, hulled, hemp seed",0,1,1,0,553,49,31.56,7.95,70,5,1200,8.67,4,0,1.5
SILK Key Lime soy yogurt,0,0,1,1,88,1.2,2.35,0.64,176,15,0,17.65,0.6,0,12.35
"Egg Mix, USDA Commodity",0,0,1,1,555,35,35.6,3.23,171,576,373,23.97,0,296,2.46
"Peanuts, raw, all types",1,1,1,0,567,49,25.8,4.58,92,18,705,16.13,8.5,0,4.72
"Beans, raw, green, snap",0,1,1,1,31,0.2,1.83,1.03,37,6,211,6.97,2.7,0,3.26
"Spaghetti, dry, spinach",0,1,1,1,372,1.6,13.35,2.13,58,36,376,74.81,10.6,0,2.72
"Bratwurst, cooked, veal",0,1,1,1,341,32,13.99,0.74,11,60,231,0,0,0,0
"Cheese, fat free, cream",1,0,0,1,105,1,15.69,0.19,351,702,278,7.66,0,0,5.48
"Candies, milk chocolate",1,0,0,0,535,30,7.65,2.35,189,79,372,59.4,3.4,0,51.5
"Plantains, fried, green",1,0,1,0,309,12,1.5,0.67,4,2,482,49.17,3.5,0,3.63
"Water, generic, bottled",0,0,1,0,0,0,0,0,10,2,0,0,0,0,0
"Sauce, dry, alfredo mix",0,0,1,0,535,36,15.32,0.94,467,2590,254,36.52,2,0,5.4
"Milk, fluid, low sodium",0,0,1,0,61,3.5,3.1,0.05,101,3,253,4.46,0,51,4.46
"TACO BELL, Bean Burrito",0,0,1,0,209,6.1,7.35,2.37,124,563,261,31.23,4.2,0,1.73
"Cauliflower, raw, green",1,0,0,0,31,0.3,2.95,0.73,33,23,300,6.09,3.2,0,3.03
"Picnic loaf, beef, pork",0,0,1,0,232,17,14.92,1.02,47,1164,267,4.76,0,48,0
"DENNY'S, chicken strips",0,1,1,,295,15,19.17,0.72,11,798,334,22.03,1.1,0,0.29
"Breakfast tart, low fat",1,0,0,0,372,6,3.99,3.42,44,361,66,76.8,1.5,0,4.87
"Fish, raw, chum, salmon",1,0,0,0,120,3.8,20.14,0.55,11,50,429,0,0,0,0
"Fish, smoked, sablefish",0,1,1,0,257,20,17.65,1.69,50,737,471,0,0,0,0
"Spices, dried, marjoram",1,0,0,0,271,7,12.66,82.71,1990,77,1522,60.56,40.3,0,4.09
"Mango, sweetened, dried",0,1,1,0,319,1.2,2.45,0.23,0,162,279,78.58,2.4,0,66.27
"Malabar spinach, cooked",0,1,1,0,23,0.8,2.98,1.48,124,55,256,2.71,2.1,0,0
"Peppers, raw, hungarian",0,1,1,0,29,0.4,0.8,0.46,12,1,202,6.7,1,0,3.53
"Peppers, dried, pasilla",1,0,0,0,345,16,12.35,9.83,97,89,2222,51.13,26.8,0,0
"Pumpkin pie mix, canned",1,0,0,0,104,0.1,1.09,1.06,37,208,138,26.39,8.3,0,0
"Seaweed, raw, irishmoss",1,1,1,0,49,0.2,1.51,8.9,72,67,63,12.29,1.3,0,0.61
"Nuts, blanched, almonds",0,0,1,0,590,53,21.4,3.28,236,19,659,18.67,9.9,0,4.63
"SCHIFF,TIGER'S MILK BAR",1,0,0,0,422,14,16.8,10.28,429,168,294,56.46,2.3,0,36.4
"Game meat, raw, muskrat",1,0,1,0,162,8.1,20.76,0,25,82,276,0,0,0,0
"Pickles, sour, cucumber",1,0,0,0,11,0.2,0.33,0.4,0,1208,23,2.26,1.2,0,1.06
"Frankfurter, low sodium",0,1,1,0,312,29,12,1.43,20,311,166,1.8,0,37,0
"Bread, enriched, raisin",1,0,0,0,274,4.4,7.9,2.9,66,347,227,52.3,4.3,0,5.68
"Bread, toasted, oatmeal",0,1,1,0,292,4.8,9.2,2.94,72,486,154,52.7,4.3,0,8.84
"Fish, raw, pink, salmon",1,0,0,0,127,4.4,20.5,0.38,7,75,366,0,0,435,0
Octopus (Alaska Native),0,1,1,0,56,0.8,12.3,4.9,35,0,0,0,0,0,0
"Ostrich, cooked, oyster",1,0,0,0,159,4,28.81,4.9,6,81,409,0,0,0,0
"Bagels, cinnamon-raisin",0,1,1,0,274,1.7,9.8,3.8,19,344,148,55.2,2.3,0,5.98
"Pork, raw, belly, fresh",0,1,1,1,518,53,9.34,0.52,5,32,185,0,0,0,0
"Tamarind nectar, canned",0,0,1,1,57,0.1,0.09,0.75,10,7,27,14.73,0.5,0,12.7
"Nuts, dried, butternuts",0,0,1,0,612,57,24.9,4.02,53,1,421,12.05,4.7,0,0
"Bratwurst, cooked, pork",0,0,1,0,333,29,13.72,0.53,28,846,348,2.85,0,44,0
"Pears, green anjou, raw",0,1,1,0,66,0.1,0.44,0.24,11,1,127,15.79,3.1,0,9.73
"Gravy, beef, CAMPBELL'S",0,1,1,1,42,1.7,1.69,0,0,458,0,5.08,0,0,1.69
"Seaweed, raw, spirulina",0,1,1,0,26,0.4,5.92,2.79,12,98,127,2.42,0.4,0,0.3
"Soy meal, raw, defatted",0,1,1,1,337,2.4,49.2,13.7,244,3,2490,35.89,0,0,0
"Candies, plain, halavah",0,1,1,0,469,22,12.49,4.53,33,195,187,60.49,4.5,0,0
"Milk, dried, buttermilk",0,1,1,0,387,5.8,34.3,0.3,1184,517,1592,49,0,20,49
"Barley, cooked, pearled",1,0,1,0,123,0.4,2.26,1.33,11,3,93,28.22,3.8,0,0.28
"Cornmeal, blue (Navajo)",1,0,1,0,398,5.4,10.4,2.91,5,7,393,76.93,8.7,0,1.81
"Nuts, raw, coconut meat",1,1,1,0,354,33,3.33,2.43,14,20,356,15.23,9,0,6.23
"Pie, cherry, fried pies",1,1,1,0,316,16,3,1.22,22,374,65,42.6,2.6,0,0
"Toppings, nuts in syrup",1,0,0,0,448,22,4.5,1.05,35,42,151,58.08,2.3,0,36.72
"Babyfood, orange, juice",0,1,1,0,45,0.3,0.6,0.17,12,0,184,10.2,0.1,0,8.26
"Spices, dried, rosemary",1,1,1,0,331,15,4.88,29.25,1280,50,955,64.06,42.6,0,0
"KEEBLER, Vanilla Wafers",1,1,1,0,462,17,4,0,0,402,84,73.1,1.4,0,31.6
"Guavas, raw, strawberry",1,0,0,0,69,0.6,0.58,0.22,21,37,292,17.36,5.4,0,0
"Cheese, hard type, goat",0,1,1,0,452,36,30.52,1.88,895,423,48,2.17,0,26,2.17
"Cheese, soft type, goat",1,1,1,0,264,21,18.52,1.9,140,459,26,0,0,15,0
"Radishes, raw, oriental",1,0,0,0,18,0.1,0.6,0.4,27,21,227,4.1,1.6,0,2.5
"Puddings, dry mix, rice",0,1,1,0,376,0.1,2.7,1.79,14,366,5,91.2,0.7,0,0
"Mushrooms, raw, maitake",1,0,0,0,31,0.2,1.94,0.3,1,1,204,6.97,2.7,1123,2.07
"Sour cream, reduced fat",1,1,1,0,181,14,7,0.06,141,70,211,7,0,10,0.3
"Taro, with salt, cooked",1,0,0,1,142,0.1,0.52,0.72,18,251,484,34.6,5.1,0,0.49
"Melons, raw, cantaloupe",1,1,0,0,34,0.2,0.84,0.21,9,16,267,8.16,0.9,0,7.86
"Pasta, dry, whole-wheat",1,1,1,0,352,2.9,13.87,3.62,29,6,434,73.37,9.2,0,2.74
"Persimmons, raw, native",0,1,1,0,127,0.4,0.8,2.5,27,1,310,33.5,0,0,0
"KASHI, Blueberry Waffle",1,0,0,0,192,7.1,5.7,1.9,51,476,171,34.6,9,0,4.6
"Game meat, raw, caribou",1,1,1,0,127,3.4,22.63,4.69,17,57,295,0,0,0,0
"Oranges, with peel, raw",1,0,0,0,63,0.3,1.3,0.8,70,2,196,15.5,4.5,0,0
"Seeds, raw, lotus seeds",1,0,0,0,89,0.5,4.13,0.95,44,1,367,17.28,0,0,0
"Rolls, oat bran, dinner",1,0,0,0,236,4.6,9.5,4.14,85,413,121,40.2,4.1,0,6.67
"Gravy, canned, mushroom",0,1,1,0,50,2.7,1.26,0.66,7,570,106,5.47,0.4,0,0
"Spices, dried, tarragon",0,1,1,1,295,7.2,22.77,32.3,1139,62,3020,50.22,7.4,0,0
"SILK Chocolate, soymilk",1,0,0,0,58,1.4,2.06,0.59,123,41,144,9.47,0.8,49,7.82
"Sweetener, agave, syrup",0,1,1,0,310,0.5,0.09,0.09,1,4,4,76.37,0.2,0,68.03
"Onions, sauteed, yellow",0,1,1,0,132,11,0.95,0.27,20,12,133,7.86,1.7,0,0
"Fish, salted, mackerel",0,1,1,0,305,25,18.5,1.4,66,4450,520,0,0,1006,0
"English muffins, wheat",1,0,0,0,223,2,8.7,2.87,178,353,186,44.8,4.6,0,1.56
"Apples, with skin, raw",1,0,0,0,52,0.2,0.26,0.12,6,1,107,13.81,2.4,0,10.39
"Bologna, beef and pork",1,0,0,0,308,25,15.2,1.21,85,960,315,5.49,0,32,4.42
"Beverages, cola, ZEVIA",1,1,0,0,0,0,0,0,0,6,0,1.13,0,0,0
"Fast foods, taco salad",0,1,1,1,141,7.5,6.68,1.15,97,385,210,11.91,0,0,0
"Hearts of palm, canned",0,1,1,1,28,0.6,2.52,3.13,58,426,177,4.62,2.4,0,0
"Fish, raw, ocean, pout",0,0,1,1,79,0.9,16.64,0.28,10,61,400,0,0,0,0
"Bread, sprouted, wheat",0,1,1,1,188,0,13.16,1.89,0,474,198,33.88,5.3,0,2.63
"Spices, dried, chervil",0,1,1,0,237,3.9,23.2,31.95,1346,83,4740,49.1,11.3,0,0
"Babyfood, apple, juice",0,0,1,1,47,0.1,0,0.57,4,8,91,11.7,0.1,0,10.7
"Nuts, english, walnuts",0,0,1,1,654,65,15.23,2.91,98,2,441,13.71,6.7,0,2.61
"Spices, dried, parsley",0,1,1,0,292,5.5,26.63,22.04,1140,452,2683,50.64,26.7,0,7.27
"Spices, ground, ginger",0,0,1,1,335,4.2,8.98,19.8,114,27,1320,71.62,14.1,0,3.39
"Spices, ground, nutmeg",0,0,1,1,525,36,5.84,3.04,184,16,350,49.29,20.8,0,2.99
"Egg, fresh, raw, white",1,1,1,0,52,0.2,10.9,0.08,7,166,163,0.73,0,0,0.71
"Egg, fresh, raw, whole",0,1,1,1,143,9.5,12.56,1.75,56,142,138,0.72,0,82,0.37
"Candies, REESE'S BITES",0,1,1,1,521,30,11.34,0.85,112,179,382,55.18,3.1,0,48.03
"Mushrooms, raw, oyster",0,1,1,1,33,0.4,3.31,1.33,3,18,420,6.09,2.3,29,1.11
"Egg substitute, powder",1,0,0,1,444,13,55.5,3.16,326,800,744,21.8,0,0,21.8
"Cereals, dry, WHEATENA",1,0,0,0,357,2.9,13.1,3.57,500,13,492,75.6,12.8,0,1.6
"Ice creams, strawberry",1,0,1,0,192,8.4,3.2,0.21,120,60,188,27.6,0.9,0,0
"Hominy, yellow, canned",0,0,1,0,72,0.9,1.48,0.62,10,345,9,14.26,2.5,0,0
"Cheese, low fat, swiss",0,0,1,0,179,5.1,28.4,0.17,961,199,111,3.4,0,4,1.33
"Lettuce, raw, red leaf",0,0,1,0,16,0.2,1.33,1.2,33,25,187,2.26,0.9,0,0.48
"Game meat, raw, beaver",0,0,1,0,146,4.8,24.05,6.9,15,51,348,0,0,0,0
"Bologna, low fat, beef",1,0,0,0,204,15,11.8,1,9,821,147,5.2,0,15,0
"Butterbur, raw, (fuki)",0,0,1,0,14,0,0.39,0.1,103,7,655,3.61,0,0,0
"Cheese, hard, parmesan",0,1,1,,392,26,35.75,0.82,1184,1376,92,3.22,0,19,0.8
"Pickle relish, hot dog",1,0,0,0,91,0.5,1.5,1.25,5,1091,78,23.35,1.5,0,0
"Snacks, shrimp cracker",1,0,0,0,426,18,7.14,1.91,20,571,193,59.09,5.6,0,21.43
"Avocados, Florida, raw",0,1,1,0,120,10,2.23,0.17,10,2,351,7.82,5.6,0,2.42
Chickpea flour (besan),1,0,0,0,387,6.7,22.39,4.86,45,64,846,57.82,10.8,0,10.85
"Peanuts, raw, virginia",0,1,1,0,563,49,25.19,2.55,89,10,690,16.54,8.5,0,3.95
"Peanuts, raw, valencia",0,1,1,0,570,48,25.09,2.09,62,1,332,20.91,8.7,0,0
"Peanut flour, defatted",0,1,1,0,327,0.6,52.2,2.1,140,180,1290,34.7,15.8,0,8.22
"Nuts, raw, cashew nuts",1,0,0,0,553,44,18.22,6.68,37,12,660,30.19,3.3,0,5.91
"Chorizo, pork and beef",1,0,0,0,455,38,24.1,1.59,8,1235,398,1.86,0,61,0
"Crackers, plain, matzo",1,1,1,0,395,1.4,10,3.16,13,0,112,83.7,3,0,0.29
"Bologna, pork, chicken",0,0,1,0,336,31,10.31,1.12,196,1240,162,4.19,0,0,0
"KASHI, Original Waffle",1,0,0,0,197,7.4,6,2,53,479,177,35.4,9.3,0,4.2
"Amaranth grain, cooked",1,0,1,0,102,1.6,3.8,2.1,47,6,135,18.69,2.1,0,0
"Shallots, freeze-dried",1,0,0,0,348,0.5,12.3,6,183,59,1650,80.7,15.7,0,38.16
"Falafel, home-prepared",0,1,1,0,333,18,13.31,3.42,54,294,585,31.84,0,0,0
"Melon, banana (Navajo)",1,0,0,0,21,0.2,0.84,0.21,13,11,140,4.06,0.3,0,3.36
"Mortadella, pork, beef",0,1,1,0,311,25,16.37,1.4,18,1246,163,3.05,0,41,0
"Wheat, hard red spring",1,0,0,0,329,1.9,15.4,3.6,25,2,340,68.03,12.2,0,0.41
"Wheat, soft red winter",0,1,1,0,331,1.6,10.35,3.21,27,2,397,74.24,12.5,0,0.41
"Wheat, hard red winter",1,0,0,0,327,1.5,12.61,3.19,29,2,363,71.18,12.2,0,0.41
"BURGER KING, Hamburger",0,1,1,0,261,11,14.85,2.87,76,461,217,26.76,1,0,5.6
"Spices, coriander seed",0,1,1,1,298,18,12.37,16.32,709,35,1267,54.99,41.9,0,0
"Spices, ground, cloves",0,0,1,1,274,13,5.97,11.83,632,277,1020,65.53,33.9,0,2.38
"Spices, fenugreek seed",0,0,1,0,323,6.4,23,33.53,176,67,770,58.35,24.6,0,0
"Cheese, sliced, sharp, cheddar",0,0,1,0,410,34,24.25,0.16,711,644,76,2.13,0,41,0.27
"Babyfood, junior, turkey, meat",0,1,1,0,111,6.2,11.5,0.7,41,49,135,1.4,0,34,0
"Soup, vegetable broth, SWANSON",0,1,1,1,6,0.1,0.23,0.08,3,303,20,1.02,0,0,0.57
"Beans, with beef, canned, baked",0,1,1,0,121,3.5,6.38,1.6,45,475,320,16.91,0,0,0
"Beans, raw, mature seeds, pinto",0,1,1,1,347,1.2,21.42,5.07,113,12,1393,62.55,15.5,0,2.11
"APPLEBEE'S, crunchy onion rings",0,1,1,0,356,20,4.58,0.67,22,833,135,40.17,3.1,0,4.48
"Yogurt, whole milk, fruit, Greek",0,1,1,0,106,3,7.33,0,100,37,113,12.29,0,0,12
"Muffins, toaster-type, blueberry",1,0,1,0,313,9.5,4.6,0.51,13,417,83,53.3,1.8,0,4.85
Soy sauce made from soy (tamari),1,0,1,0,60,0.1,10.51,2.38,20,5586,212,5.57,0.8,0,1.7
"Hyacinth beans, raw, mature seeds",1,1,1,0,344,1.7,23.9,5.1,130,21,1235,60.74,25.6,0,0
"McDONALD'S, Low Fat Caramel Sauce",1,1,1,0,313,3.3,1.89,0.16,71,170,119,71.53,0,0,43.21
"Cloudberries, raw (Alaska Native)",1,0,0,0,51,0.8,2.4,0.7,18,0,0,8.6,0,0,0
"KEEBLER, Wheat Crackers, TOASTEDS",0,1,1,0,466,20,8.3,4.2,0,875,197,66.1,4,0,9
"Nuts, roasted, european, chestnuts",1,1,1,0,245,2.2,3.17,0.91,29,2,592,52.96,5.1,0,10.6
"Cherries, sweetened, frozen, sweet",1,1,1,0,89,0.1,1.15,0.35,12,1,199,22.36,2.1,0,20.26
